,0,1,2,3
14017,0.7516093,-0.2851134,-0.01768159,0.44090778
30994,0.7666868,0.8523288,1.2168924,0.15427019
7716,0.24362472,-1.0171556,0.42431274,-1.7696486
11714,-0.7106962,0.73225135,0.65161693,1.3420117
32893,-0.7984678,1.2242248,-0.9169168,-0.08995156
50469,1.4032674,0.70581,0.92694575,0.19432685
69687,1.2295542,-0.5476216,-1.7050843,0.08524297
40764,-1.2557278,-0.08849931,-0.4018848,-0.55326855
29158,0.7130187,0.5412913,-0.5788823,0.10842281
6757,-0.25377205,-1.2794405,-0.92468864,-0.05189375
6680,0.56863433,-0.5131134,0.531115,-0.65378
54028,-1.4569834,-0.78263116,1.5935657,0.6489776
60567,2.5118608,0.05913193,0.6721765,-0.0031531067
39147,0.41146588,-0.010124665,1.5477484,-0.9951599
56706,1.9770242,0.63018817,0.14116065,-0.2795526
45088,-0.26365137,0.20672067,-0.92400646,-0.3613475
64446,0.24104413,0.39987844,1.0325698,-1.1515046
6653,-1.2177352,-2.5949197,-0.43707633,-0.09039101
67142,0.7361493,-2.690879,0.23378871,0.39346588
54464,-0.90427774,1.3564967,0.5981513,2.1326196
1180,-0.2454629,-0.6090763,-0.9460739,0.517154
10339,-2.024237,0.6220514,1.3642302,0.368549
26788,0.04558066,0.50041866,-0.65911686,0.25753027
52715,-0.38878354,-0.92989206,1.02535,0.5800825
51351,-0.1475696,-1.5456034,-0.41985995,-0.25157937
44108,0.597972,0.3140537,-0.35368544,-0.8829672
37666,1.0352191,-0.115040846,-1.1798079,0.82291085
11397,-0.7669338,0.60293525,0.9071735,0.12725866
26278,0.93797624,0.21687625,1.3000385,-0.4875327
17420,1.0201632,1.2917982,-0.017386856,-0.39202487
70652,-0.010895089,-0.4639761,0.4324597,-1.7512956
65602,-0.6617227,0.28787404,-0.21910559,0.8836343
64525,1.2549804,1.0459515,0.29687202,-0.16954854
37817,-0.29106116,-2.4692397,0.12875251,-0.7409353
57960,0.8988992,-0.7308668,-0.9192128,1.0121772
6943,0.10219218,-1.4936901,-0.7994105,0.5750467
6284,-1.3139464,-1.3231143,-0.1440271,-1.2363943
46628,-0.1801151,0.14086711,-1.3304424,-1.5879399
27976,1.85849,-0.651249,-0.62441415,0.7965239
63378,0.51358616,1.0691098,0.8330414,-0.19784278
37196,-1.111505,2.0430954,-2.3849928,-0.6247935
6703,0.70271444,-0.06421783,1.1261055,-1.2860875
10801,-1.9837372,-0.49716273,-0.5166136,-0.32413295
59167,1.1245918,1.6325353,0.16481096,0.40384212
29052,0.16433337,1.5952493,0.9655781,0.39189187
33681,1.83383,1.8821193,0.113731734,1.3067766
9830,0.24148826,1.2604649,1.2498174,0.91349614
8366,1.0636313,-0.38469523,0.83202076,-1.7406623
24420,-1.1496552,-0.7381886,0.60286677,0.6774369
13761,1.367822,0.06128353,0.80769145,-0.8738359
16453,-0.24547218,-0.2262675,0.35893917,0.054058373
68750,-0.61099255,-1.2714841,-1.3685882,0.06629428
26599,-0.61597365,1.678688,0.80618095,1.6541559
56865,-1.7888303,1.6536661,2.2090974,0.104647495
8629,-0.34153894,1.0832756,0.7290449,0.28104576
47479,1.6937515,0.95225877,-0.06856714,-0.3189508
35482,-0.6472373,2.096617,-1.1400784,-0.8621194
17229,0.3627206,-0.62515193,-0.25163504,-0.240604
19827,0.51935375,0.6388131,1.1618881,-0.4275746
59538,-5.295496,3.318777,2.8803456,4.9874144
72739,1.2860674,-0.036888957,0.7780841,0.5998665
67558,0.38062337,0.28688222,2.0914936,0.0034607062
73382,-0.022080561,-1.5918509,-0.47083348,-0.4182714
15911,-0.105446,-0.33453804,0.28572682,-0.032693945
16302,0.68141925,0.34891143,1.3252624,-0.50403976
6296,-0.15780182,0.37792212,0.6333961,-1.9903283
32485,-0.9499819,1.9286008,0.6037917,-0.56532377
12646,-0.8266313,0.016772764,-0.07409684,1.0238137
53372,-0.053882092,-0.7824118,0.8614437,0.54086673
11017,0.3558841,0.778742,1.2846812,-0.24144205
8328,0.6147694,-0.44889975,0.8849103,-2.1719391
74618,0.14927542,-0.87795657,0.22340037,-1.4777441
40883,-0.52340245,1.2037746,-0.023100834,0.144586
48293,0.31177723,0.48604736,-0.90240586,-0.3928293
5966,-0.5218486,-0.7237278,-0.3442872,-0.6167064
36409,-0.5786735,2.3664403,-1.8663222,-0.34182346
21901,-0.6036099,-0.4854494,0.14545862,0.415268
65765,-0.36761257,0.3422766,-0.9121659,-0.58331317
15585,-1.2696196,-0.12899868,0.023022706,-0.27473366
26670,0.8399259,-0.4423491,-0.6257989,1.248665
42174,-1.7904124,1.4385601,-0.3580307,0.916428
72468,0.79430664,-2.2979827,-0.17315537,0.40616253
181,-0.07056955,-1.6477344,-2.083079,0.66530275
17153,-1.016887,-0.85906386,-0.6949098,0.32733217
9329,-1.0974314,0.9818603,0.6203461,0.95612484
26901,0.841237,0.8871883,0.77379245,-0.22882877
66497,0.63394755,-0.17033127,-0.91286296,1.0153496
55182,-0.6041364,-1.7495275,-0.11294218,0.5254463
74231,0.90575576,-0.43260425,-1.9880173,0.4050888
5551,-0.8788606,-1.1488013,-0.058530007,-0.63781404
62488,0.62148434,0.77157533,1.5092986,0.24188918
40554,-1.2734493,0.8764267,-0.68813807,0.838383
27668,1.272771,0.048966844,-0.44888756,0.070092365
5919,-1.1127855,-0.87962055,-0.7661307,-0.97717166
26204,-0.5233284,-1.2121904,-0.6248781,-0.21372195
74282,1.9323188,0.36254752,0.16348167,-0.6673094
380,0.5337389,-0.58182377,-0.017221272,-0.9909188
29953,-1.6040269,0.3703667,0.99143565,0.5160242
28999,-1.5716851,0.50444764,0.104264416,1.0371047
75629,0.7515562,0.1648578,-0.48594183,-1.0650481
50185,2.0657694,1.0893213,1.1016301,1.5172887
40945,-1.2425565,0.4602552,-0.8374723,0.21674392
962,0.55807364,-1.2535286,-0.51141,-0.8149898
11215,-1.7122781,0.39786193,0.825451,0.13364224
58152,1.0371956,0.22813506,-0.20489414,0.6164882
24041,-0.316809,-0.7898589,-0.17869227,-0.10606442
10763,-2.100817,-0.19126791,-0.430045,-0.74809664
70165,-2.4363003,-3.7288878,0.8513496,-1.4340957
26883,0.026565127,0.06338656,-0.034813628,0.17330715
58718,2.2475173,0.16120178,0.6327241,-0.14140475
73242,-0.5157297,-0.4892094,-0.043530945,-0.27629843
13538,-0.37728512,-0.5115434,0.14029738,0.119986705
69617,-0.47987917,0.34231287,-1.003154,0.45756283
47611,0.8186759,-0.9252526,0.3687046,-0.3234932
23995,-0.26116344,-0.8259281,-0.21398129,-0.17935807
74838,1.7016472,1.1545026,-0.82417405,-0.8760347
44658,-0.2870862,-0.92520577,-0.5529675,-0.9876313
42381,0.7506995,1.7059658,-0.036898352,-0.07494009
55920,0.70943356,0.71624804,1.4812571,0.21160664
6033,0.5752039,0.5818783,0.5262248,-1.1707003
57288,1.4039595,0.27570325,1.2532984,-0.038943194
40952,-1.2636962,0.5116092,-0.82369494,0.14459684
37704,-0.18715665,-1.060358,-1.6297851,0.67541206
17463,0.21265222,0.506898,-0.13302734,-0.2994444
17426,0.9742106,1.3038532,-0.03502797,-0.43579113
58644,1.3698585,-2.086955,-0.26435518,1.4160421
32934,-1.634563,1.8725092,-0.9275511,0.19309923
22517,0.76265216,0.01609848,1.3341839,-0.8860349
75465,0.9820845,-0.16674235,-0.341461,0.06504797
26984,-1.3270422,-0.20992154,-0.6692337,0.20030777
24655,-0.876268,-1.3962688,0.6808042,-0.022515422
74415,2.3778372,0.9759882,-0.56512386,-0.23073514
25325,2.285907,-0.51515704,1.6704811,0.11155027
62204,1.4564854,1.1214662,0.62114173,0.47929177
37688,0.32376978,-0.70479834,-1.1996529,0.60612255
37331,-0.228153,1.9434427,-2.0291402,-0.08411018
62502,0.55004543,0.79041415,1.48192,0.17373785
39931,2.2754495,0.73473513,0.030938162,0.007447849
12325,-1.5717638,0.14262794,-0.034866832,0.33347934
41459,-0.65832967,1.7595685,-1.6992006,0.6874242
29529,0.93421286,-1.7519381,0.2054526,0.02840477
26325,-1.7458593,-0.5539362,0.16790374,0.58969325
36886,-1.0377898,1.7669197,-1.8551054,-0.6837033
20823,0.7556168,0.0683615,1.3707515,-0.7782732
54062,-0.16378266,0.042496625,0.2757692,1.4284782
10008,-0.11815616,1.1953363,0.31841668,0.8714394
70435,-0.49636585,1.4928014,-1.3643793,-1.3428367
31722,-1.061501,0.73080754,-0.30379322,-0.18231557
32949,-1.4365119,1.9277482,-0.80028856,0.260014
36208,-0.21810721,2.0080664,-1.9593074,-1.2653137
23521,-0.5689238,-0.53602093,-0.0002145772,0.04337846
13155,-0.7655599,0.12706655,0.9462232,0.30743957
9301,-1.8256626,0.9248461,1.0321236,0.7261347
18349,-0.9135222,-0.9927037,0.5889261,-0.1440849
44639,-0.12144047,0.08264471,0.29140455,-1.1195402
5163,0.9788245,0.8731659,0.29304418,-0.6658344
10956,-0.03010722,1.2461274,0.6871426,-0.604044
9284,-2.3449814,1.2566577,1.2045658,0.9134855
22737,-1.1909288,-1.2864707,-0.40986478,0.12729503
57735,-0.7826388,-0.17841212,-0.14497603,1.274232
24654,-0.8855765,-1.4071062,0.6708842,-0.01630321
21847,-0.7418673,0.27487665,-0.4516911,0.24324648
17273,1.0331874,0.39649007,0.57808363,-0.9617682
42899,-1.3580785,0.4047519,0.06006435,-0.2762948
38082,-0.12914729,0.9907196,2.4127674,0.88904655
19821,0.37483314,0.6769245,1.1065018,-0.5654453
13856,-1.2080584,-0.16288562,0.58229494,0.34702504
55558,1.1554914,0.029904658,1.1358972,-0.7355462
19599,-0.8439205,-0.80555236,0.35525855,-0.25132748
75299,2.2182527,0.77102745,-0.5249623,-0.6141853
51954,1.1468365,-0.21827698,0.0763717,0.17170237
72501,0.7460804,-2.0463583,-0.12384792,-0.061782807
10097,-1.2236818,0.98443234,1.818512,1.2941519
59674,0.17347053,-1.0836375,-0.79908407,-0.59725016
67945,0.08566448,-1.3440455,0.014639504,-0.83948874
74298,1.8981869,0.37153438,0.15039416,-0.6998549
32860,0.3329481,1.3573139,-0.27710894,0.4995092
29085,0.68081516,-0.5683317,-0.5940398,0.62517786
8087,0.9915098,-0.5483891,1.0292262,-1.8123757
16159,-0.66326165,-0.5033272,0.5917042,-0.47623742
70806,1.6306962,1.9144435,-1.1552824,-0.25020474
39957,2.2227755,0.7486452,0.010760617,-0.042824376
38890,0.52928156,-0.8107847,-0.069969885,0.6818831
13631,-0.70093817,-0.09595409,0.01626134,0.2703528
44195,-0.41186023,-0.30805817,-0.44817317,-0.95698404
63191,-1.8841494,0.11466683,-0.068151556,0.61276835
8119,0.9213774,-0.52962786,1.0024761,-1.8795838
32561,-0.91690195,1.1895249,0.16207933,-1.2709047
61934,0.77551216,-0.8152689,-0.94216746,0.06351704
8807,-0.44631863,-0.12802947,2.8599007,-0.45618218
66328,-0.26380044,1.0004761,-1.434844,-0.48092696
11005,0.24150828,0.2605933,1.9153026,-0.35909164
52340,1.5717343,1.434654,0.7492944,1.16285
45590,-0.79483736,0.12495515,-0.2970978,-1.2473146
38091,-0.021368086,0.96228415,2.4540665,0.9918813
36040,-0.50451654,1.9532884,-1.4480634,-0.3955859
29891,0.8360915,-0.85077035,0.06717056,0.9281094
31422,0.8884642,0.6595008,0.9548057,-0.30043143
9675,-0.31313902,0.54864144,0.4416044,0.7560138
54177,-1.4857599,-1.8221611,0.8375886,-0.20795602
11490,-1.05109,-0.2546029,-0.018494116,-0.2904196
14614,1.7466611,0.60576457,0.46350738,-0.1609637
38081,0.09018011,0.9328532,2.4968095,1.0983133
29289,1.0213358,-0.99663323,-0.62531674,1.334383
8252,1.4692948,0.056504134,0.3129679,-1.3449755
64646,-1.0773423,0.45498353,-0.9075791,-1.386217
37152,-0.6919192,1.5719441,-1.1941979,-0.80734193
14448,-0.8567667,-0.05951397,0.42257074,-0.18858005
70868,1.5337855,1.9400891,-1.19238,-0.34275758
11127,0.093946934,1.2132869,0.73462504,-0.4855548
23702,0.6302401,0.11508198,1.4068354,-0.7837537
1503,1.4185798,-0.016109962,0.70377374,-1.0540792
36923,-0.32678726,1.3619105,-1.918521,-0.5118021
53577,0.2422274,-0.5162787,-1.4506928,1.8141392
16406,-1.3801891,-0.3964211,0.5560215,-0.16286391
20057,-1.5700066,0.02394868,0.45342532,1.01237
31166,0.45294935,1.5807636,1.0119892,0.660367
16844,0.42803833,0.32965663,1.6383574,-0.40638655
38171,-0.55946976,-0.22429606,0.38552856,0.44897705
13800,-1.3672432,-0.24465473,0.867095,0.42664543
56552,1.0275387,0.8590709,0.31111673,-0.6179441
72189,0.10321693,-1.6045091,1.4261085,-0.46971402
68434,1.4237655,0.2122421,-0.1547881,0.43555132
42974,-0.3395326,0.55890465,-0.42321736,0.39447016
39507,0.5590481,0.40270916,0.744537,-1.18821
5590,0.24405639,0.15345027,1.13572,-1.3814417
13524,-0.45733026,-0.6834386,0.25194168,-0.07723521
39869,2.1075945,0.41352913,0.41627908,-0.15845342
23964,0.29579505,-0.2295714,0.69806176,-0.7233388
23480,-0.3013091,0.28956395,-0.5324754,0.72531253
59311,-0.8829428,0.19891575,0.6086131,0.3593964
464,1.1336195,-1.1374414,-0.38220832,-0.058357563
44999,-1.0008029,-0.72056943,-0.586697,-0.9337957
73796,1.4253067,-0.83654934,-1.026362,0.42203653
23051,-0.40141794,-1.151398,-0.036011584,0.18936335
1702,0.15976177,0.12486819,-1.2916082,-0.53424644
2545,0.025058277,-0.25303623,-0.026364889,-1.3958577
44169,0.18608506,-0.19381905,-0.7133943,-0.2745634
46930,0.57094055,0.6883065,-1.5764309,-0.93613327
40453,-1.6731632,2.001558,-0.20224856,1.0163056
51825,-0.7580994,-0.2956168,-0.42044133,0.6700162
71512,0.22058494,-2.6269288,-0.17121154,0.6457739
31080,-0.9950474,0.50258976,0.5236536,0.60359836
10156,-0.78738666,1.3580936,2.5314567,0.94508636
46773,-0.5409555,1.4114032,-1.0548733,-0.07422611
6691,0.9036028,0.06552522,0.97825104,-1.0915389
11732,-1.659381,1.3621132,0.60867035,0.45788133
23961,0.4100725,0.24203922,1.3393415,-0.87927353
72474,0.79740167,-2.3542287,-0.19846042,0.47205296
50596,-1.1278527,0.116224386,-0.352971,1.376112
61957,-0.009863369,-1.6925268,-1.4028434,0.48582554
20762,-0.5945222,-0.76082015,-0.16707757,0.13119954
5524,-0.44600153,-0.7003438,0.32985315,-1.0143557
69432,0.41476873,-0.8479019,-1.141481,-0.13555719
31285,0.25362656,0.8641478,0.649084,0.015394623
76493,2.6055672,0.91129535,-1.1052737,0.7769815
6540,-1.1061482,-2.3105667,-0.6029068,-0.28051934
66565,-0.6490207,1.2354318,-2.3624628,-0.067396685
63369,0.5231455,1.0667459,0.83677995,-0.18890151
63576,0.4881716,-1.1093339,-1.0096537,-0.30238327
72386,0.77527195,-2.1572943,-0.9593384,1.1664184
41898,0.0055232886,0.15439023,-1.4488277,-0.97006863
37257,-0.3258891,1.8284601,-2.3194258,-0.62021387
72342,0.82238895,0.5198747,0.069645725,2.1630614
8828,-0.5438001,-0.10239363,2.8225079,-0.5490976
15748,0.23623964,0.9760956,0.02300469,0.14697503
8325,0.67169607,-0.46393287,0.9067169,-2.1176078
21547,-0.6757996,-0.75064206,-0.8743328,0.33651438
11987,-0.5664855,1.1610532,1.7737211,0.01706396
14952,-0.8081703,0.42442426,0.33696276,-1.2037594
34031,-0.08171317,1.2820463,-1.3003216,-0.9827927
66896,-0.37962356,-0.68710196,-0.24179354,0.6998753
24929,-0.6907189,-1.284975,0.7821,-0.17810297
35332,-0.27397332,1.40764,-1.026042,-1.4616151
47778,-1.6755034,1.6345034,-0.43781203,0.015800977
54899,-0.09776727,1.2393028,1.1935395,-0.09759595
52713,-0.4145834,-0.8854666,1.0334426,0.512752
38289,-0.26964375,-0.17467876,1.5861278,0.25257456
68647,0.29533413,-1.8052831,-0.31840745,0.33317992
54227,0.21180895,-0.37742588,2.3925905,-0.737224
61751,0.7115835,0.80195475,1.0719756,-0.1259443
8193,1.1486576,-0.041615725,0.41495085,-1.6538132
1648,1.0135064,0.09083482,0.54859155,-1.4406533
18612,0.37502554,-0.37509218,0.24525736,0.6888933
64124,1.5942928,-0.5989743,-1.1853167,0.3225932
43079,-1.2683768,0.5387622,0.12340424,-0.52041364
69273,-0.7052212,-0.4855427,-2.1842937,1.5201242
5940,-0.35302168,-0.1571784,0.01245948,-1.1494879
70097,-0.03382045,-1.638446,-2.1527038,0.37746733
60617,-1.4923235,-0.2087521,-0.69390064,1.5065392
29696,-0.13864522,-0.87355757,-0.12795956,0.10558966
68378,-0.9626293,-2.6825619,-0.9269908,0.7475194
1066,-0.14398208,-1.7837821,-0.81020147,-0.8828211
17179,-0.16862012,-0.23433542,0.03566346,0.17322373
22900,-0.7182378,-1.5453537,0.14591764,-0.2927838
17773,-0.80249184,0.1710668,-0.67134756,-0.13058007
63070,-0.12646957,-1.4889753,-1.0527774,-0.031994246
3614,-1.297128,-1.6697536,-0.6007397,0.6436515
40788,-0.41971716,0.72503936,0.4126836,-0.9297838
74662,0.11623982,0.1636203,-1.4808104,-1.2094219
3858,-0.018848913,-0.6827026,0.070653275,0.117968686
48805,-2.285935,-0.2227979,0.68801177,0.70452166
17444,1.1562276,0.89025325,0.48433658,-0.2677725
33316,-1.7102342,2.2914622,-0.48752373,0.5718979
24865,-0.06595232,-2.1655066,-0.050223336,0.08496867
70917,1.8537008,1.3073331,-0.39535838,-0.04600807
15637,-0.8892668,0.08011902,0.14541206,-0.32973668
64711,3.0953007,1.2588718,0.040795967,1.484103
71365,0.75895274,-1.8955822,-1.1547394,1.0689474
61740,0.69500375,0.8064134,1.0656627,-0.1418593
42142,-1.4209582,1.389202,-0.6448037,0.972658
27172,1.6219091,0.85355055,0.2526179,-0.16292587
36474,-0.8612378,1.7061692,-1.5284467,-0.8602045
51445,0.24919783,-1.3137705,-0.2461666,-0.70712197
3544,-0.8293461,-1.3668451,-0.044742785,-0.056482967
66748,-0.34343743,0.48353592,-1.5494591,-0.6084813
5878,-0.6836778,-0.45876598,-1.0171877,-0.9040831
30071,-0.42579412,0.29522413,0.516339,-0.6561003
30248,-0.28501302,-0.85855114,0.73943394,0.090538405
3587,-0.61874366,-0.5893428,0.30748764,0.011612696
50241,1.3055962,-0.6369698,-0.009048194,-0.36337742
74615,0.10405672,-0.8400398,0.218493,-1.550395
29443,-0.5180261,0.8515076,1.0725131,0.97167253
40476,-1.208399,1.5571117,-0.40991512,1.0718089
38710,1.4054427,0.43656924,1.5628831,0.53273094
39786,0.29159528,-1.0813639,-0.91083926,0.1398746
729,-0.05800585,-0.90854937,-0.97245896,-1.3995836
3509,0.32032025,-0.8243015,0.17571005,0.5007528
45998,-1.1366758,-0.7425759,-0.9785801,-0.7873728
10664,-1.0318272,0.66015255,0.97261536,-0.7734833
54609,-0.63286424,-1.1653888,-1.548411,0.4432274
48928,-0.10660025,-1.6164776,-0.7450362,0.06608336
38854,-1.9224182,0.5615696,0.58983994,1.5870003
32844,-0.3671832,2.9323125,1.3251891,2.1703646
38794,0.39505386,-0.14505337,1.0825149,0.3214049
23767,0.1377804,-0.24309437,-1.0147654,1.3758852
67346,2.1770442,-1.0336717,-1.7206258,1.6183589
51853,-0.3946863,-0.50939983,-0.4767049,0.69861573
63884,0.45921484,-0.39906058,-1.2628921,-0.55640084
48271,0.46952063,0.4350544,-0.8464419,-0.23167723
28605,0.62456113,-1.6756723,-0.49374396,0.31053966
43905,0.33049965,0.23988196,0.01876565,-0.4308386
37867,-0.3819189,-1.0237497,-0.49663353,0.7792762
12052,-0.085516475,1.1524415,1.6096033,0.25069234
74394,3.1945415,0.7603403,-0.25226045,0.54870206
34711,-1.4911345,1.6917752,-0.14354642,-0.59093523
12863,-0.26130548,-0.8073296,-0.23725319,0.18492328
11710,-0.7696906,0.69189316,0.46311578,0.89720607
36512,-0.6697048,1.5234916,-1.5182099,-0.5274137
5563,-0.70781624,-1.2285869,-0.055942368,-0.5859348
41210,0.321415,1.2929684,-0.060513943,-1.0610961
37815,-0.3298403,-2.5773196,0.05734923,-0.643599
55790,-0.15954629,0.43148953,0.54405624,0.025839167
18122,-0.90955734,0.2692403,-0.27400604,-0.22116038
34722,-1.5303173,1.7219988,-0.14905669,-0.6508999
30444,0.12177436,-0.38054723,-0.10571332,1.041035
46440,-0.032897677,0.45055997,-0.9219006,-1.2405316
29946,-0.3250781,0.08450055,1.2456001,-0.14793009
51291,-0.41189125,-0.3554808,0.21243207,0.0918427
13932,-0.35365656,0.2396084,0.585444,0.8700125
20504,1.0842649,0.39332652,1.1930906,-0.2310852
41523,-0.45159197,-1.4785849,-0.99399817,-0.76831883
71962,0.8230993,-1.2927997,-1.0997663,0.78754956
61734,0.63735664,0.82155657,1.0435419,-0.19678693
25116,0.17004909,-0.42583323,0.9139557,-0.47079307
40019,1.5969234,0.18285394,0.6702991,-0.6515408
65520,0.22655979,-0.4788672,-1.1875712,0.13528784
29075,0.2799009,-0.3703271,-0.7035841,0.1379321
47501,1.793731,0.92593646,-0.030230103,-0.22362068
60135,1.8528628,0.32973236,0.6050605,-0.2897433
20805,-0.349157,-1.0395216,-0.0023175695,-0.05413046
55828,-0.9619227,0.22402789,0.17544411,0.18821499
18854,1.0698568,0.052866694,1.1032597,-0.8176712
27680,1.3611542,-0.26877216,-0.787679,-0.2646375
2324,1.1195207,-0.58954185,0.2899715,0.66634655
52587,0.30466503,-1.2115686,-0.16907386,-0.7868606
1390,2.6152768,0.7000221,-0.31031358,-0.12301553
73446,0.41361988,-1.3794694,-1.0839461,0.25688708
18516,-1.2302395,-0.8377152,0.06292337,0.4960545
23347,1.3162805,0.11665285,1.4448,-0.12611213
14047,0.8240097,0.062423963,-0.4390511,0.5144308
10889,-2.0629964,-0.83529145,-0.09424044,-0.41282848
45001,-1.0212075,-0.66930246,-0.5725868,-1.0053627
46111,-0.6842401,0.14670958,-0.32315552,-1.5009667
49061,0.011037874,-1.2859995,-0.48079327,-0.08148534
25704,1.6287136,0.74182785,2.9232702,2.6833153
42678,0.30464843,1.6733078,0.07888948,-0.38952515
15768,-0.5215149,0.7435549,-0.33486852,0.36703452
12505,0.3044997,-0.8392568,0.8186741,-1.0277674
68736,1.2941234,-1.2856253,-1.042015,0.4850291
18452,0.19399361,0.20848274,1.7734208,-0.63236713
69865,1.6862204,0.88953567,-0.19515835,-0.5540046
24132,-0.70969754,-1.1106038,0.46512458,0.056676738
38438,-3.3595688,0.9734857,1.1894226,1.4152371
74678,0.78134656,0.23347595,-1.1087028,-0.8533887
14200,-2.5667295,-0.519385,0.68683004,-0.4252143
44455,-0.8336418,-1.141348,-0.03193911,-0.6166787
47684,1.4323828,-0.5051085,1.5063843,-0.8195834
49092,0.5849178,-1.083817,-0.09190299,0.06458391
1659,0.10051682,-0.5064216,-0.06264515,-0.9080878
67741,0.25535026,-0.18250208,0.31018505,-0.7225197
70640,0.0031892965,-0.46986234,0.43681931,-1.735393
25233,1.0588634,-2.356052,-0.11518044,1.5879586
60221,-2.07962,-1.8175828,0.72463965,-0.728093
46702,-0.37682298,1.2515839,-1.0476663,0.21467464
42076,-1.7135693,1.6000171,-0.69306976,0.54175735
27158,1.6178586,0.8544597,0.2509896,-0.16660947
69638,0.77742136,-0.8616488,-1.726867,0.08615768
26193,-0.39428392,-1.5126308,-0.7027466,0.21188009
18459,1.3663816,-0.39029133,1.2458224,-0.4393647
74313,1.8290823,0.3897835,0.12392261,-0.7658089
71953,0.5191098,-1.5522884,-0.78547597,0.48350057
74080,1.1372014,0.47539836,-1.2380756,1.3933525
49514,1.6614914,-0.14598617,0.67263246,-1.0489551
2344,-0.020144846,-0.52829784,-0.21477166,0.001502213
14829,-0.2136529,-0.98079675,0.67270505,-0.6035301
13919,0.37866482,-0.12744492,0.47603408,-0.21022859
63320,0.6288829,0.8559495,1.1020532,-0.090713404
59754,-0.62859917,0.9148953,0.8609374,0.22463603
71720,0.99304754,-1.2062486,-1.3304095,0.86021644
